especie;altura estipite;altura total;tipologia;ug;barrio;distrito;Elemento;fecha  plantacion;marras;x;y;Crecimiento medio (m);media del est°pte (m);Altura media ambiente urbano (m);Varianza altura (m);varianza est°pite (m);desviacion estandar;CV
Washingtonia robusta;;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;Toc¢n;237053.99;4136102.69;;;;;;;
Washingtonia robusta;5;6;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237050.21;4136100.39;;;;;;;
Washingtonia robusta;5;6;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237050.15;4136104.4;;;;;;;
Washingtonia robusta;5;6;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237051.59;4136110.42;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237054.24;4136111.82;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237054.33;4136115.18;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237058.34;4136116.19;;;;;;;
Washingtonia robusta;5;6;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237053.77;4136118.84;;;;;;;
Washingtonia robusta;5;6;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237057.26;4136121.45;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237061.17;4136118.03;;;;;;;
Washingtonia robusta;5;6;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237063.74;4136122.18;;;;;;;
Washingtonia robusta;5;6;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237067.25;4136119.92;;;;;;;
Washingtonia robusta;5;6;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237071.54;4136120.46;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237068.52;4136123.86;;;;;;;
Washingtonia robusta;5;6;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237065.77;4136126.8;;;;;;;
Washingtonia robusta;5;6;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237061.32;4136124.65;;;;;;;
Washingtonia robusta;6;7;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237054.96;4136124.2;;;;;;;
Washingtonia robusta;5;6;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237058.74;4136127.28;;;;;;;
Washingtonia robusta;6;7;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237056.68;4136130.74;;;;;;;
Washingtonia robusta;6;7;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237058.67;4136134.66;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237060.89;4136137.44;;;;;;;
Washingtonia robusta;5;6;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237066.76;4136137.46;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237073.4;4136137.72;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237079.82;4136138.27;;;;;;;
Washingtonia robusta;6;7;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237086.18;4136138.82;;;;;;;
Washingtonia robusta;5;6;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237086.61;4136136.23;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237082.12;4136134.99;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237078.49;4136134.85;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237074.71;4136134.86;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237070.42;4136134.46;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237064.19;4136134.62;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237060.68;4136131.26;;;;;;;
Washingtonia robusta;5;6;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237066.86;4136131.21;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237072.88;4136130.73;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237075.86;4136131.43;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237080.88;4136131.5;;;;;;;
Washingtonia robusta;5;6;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237086.72;4136131.33;;;;;;;
Washingtonia robusta;3;4;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237083.99;4136128.78;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237087.45;4136126.6;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237084.77;4136123.97;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237086.28;4136121.47;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237088.11;4136118.56;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237087.18;4136114.95;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237083.13;4136118.38;;;;;;;
Washingtonia robusta;3;4;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237079.57;4136119.17;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237080.39;4136122.96;;;;;;;
Washingtonia robusta;3;4;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237079.97;4136126.87;;;;;;;
Washingtonia robusta;3;4;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237075.51;4136126.53;;;;;;;
Washingtonia robusta;3;4;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237076.17;4136122.26;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237072.46;4136125.21;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237069.75;4136128.09;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de HÇrcules;BELLAVISTA;Bellavista-La Palmera;"Palmera Zona
Verde";;;237063.77;4136129.16;;;;;;;
Washingtonia robusta;5;6;Plaza o Jard°n;Z.V. Dolores Ibarruri;AVENIDA DE LA PAZ;Sur;"Palmera Zona
Verde";;;237663.13;4139114.33;;;;;;;
Washingtonia robusta;5;6;Plaza o Jard°n;Z.V. Dolores Ibarruri;AVENIDA DE LA PAZ;Sur;"Palmera Zona
Verde";;;237668.43;4139119.37;;;;;;;
Washingtonia robusta;5;6;Plaza o Jard°n;Z.V. Dolores Ibarruri;AVENIDA DE LA PAZ;Sur;"Palmera Zona
Verde";;;237644.58;4139143.75;;;;;;;
Washingtonia robusta;5;6;Plaza o Jard°n;Z.V. Dolores Ibarruri;AVENIDA DE LA PAZ;Sur;"Palmera Zona
Verde";;;237647.38;4139140.95;;;;;;;
Washingtonia robusta;5;6;Plaza o Jard°n;Z.V. Dolores Ibarruri;AVENIDA DE LA PAZ;Sur;"Palmera Zona
Verde";;;237620.98;4139161.37;;;;;;;
Washingtonia robusta;5;6;Plaza o Jard°n;Z.V. Dolores Ibarruri;AVENIDA DE LA PAZ;Sur;"Palmera Zona
Verde";;;237625.41;4139165.3;;;;;;;
Washingtonia robusta;6.5;7.5;"Parque o Jard°n
Hist¢rico";Z.V. Parque de la Buhaira;LA BUHAIRA;Nervi¢n;"Palmera Zona
Verde";;;236296.62;4141591.15;;;;;;;
Washingtonia robusta;4.5;5.5;Parque Urbano;Z.V. Jardines de la Calzada;LA CALZADA;Nervi¢n;"Palmera Zona
Verde";;;236431.35;4142324.67;;;;;;;
Washingtonia robusta;10;11;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235409.01;4141256.69;;;;;;;
Washingtonia robusta;11;12;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235400.17;4141234.43;;;;;;;
Washingtonia robusta;7;8;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235399.17;4141232.55;;;;;;;
Washingtonia robusta;11;12;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235407.92;4141237.58;;;;;;;
Washingtonia robusta;9;10;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235406.37;4141233;;;;;;;
Washingtonia robusta;10;11;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235405.17;4141229.83;;;;;;;
Washingtonia robusta;8;9;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235396.76;4141225.13;;;;;;;
Washingtonia robusta;10;11;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235395.56;4141222;;;;;;;
Washingtonia robusta;11;12;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235402.14;4141221.99;;;;;;;
Washingtonia robusta;8;9;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235401.19;4141218.89;;;;;;;
Washingtonia robusta;13;14;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235409.82;4141217.91;;;;;;;
Washingtonia robusta;13;14;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235413.41;4141227.89;;;;;;;
Washingtonia robusta;16;17;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235416.31;4141235.84;;;;;;;
Washingtonia robusta;16;17;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235417.44;4141239.1;;;;;;;
Washingtonia robusta;7;8;Arbolado Viario;SANTA JUANA JUGAN;LA CALZADA;Nervi¢n;"Palmera Zona
Verde";;;236363.39;4142450.21;;;;;;;
Washingtonia robusta;11;12;Arbolado Viario;SANTA JUANA JUGAN;LA CALZADA;Nervi¢n;"Palmera Zona
Verde";;;236359.63;4142448.34;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de la Calzada;LA CALZADA;Nervi¢n;"Palmera Zona
Verde";;;236367.25;4142393.83;;;;;;;
Washingtonia robusta;4.5;5.5;Parque Urbano;Z.V. Jardines de la Calzada;LA CALZADA;Nervi¢n;"Palmera Zona
Verde";;;236370.61;4142396.35;;;;;;;
Washingtonia robusta;6;7;Parque Urbano;Z.V. Jardines de la Calzada;LA CALZADA;Nervi¢n;"Palmera Zona
Verde";;;236408.39;4142339.19;;;;;;;
Washingtonia robusta;5.5;6.5;Parque Urbano;Z.V. Jardines de la Calzada;LA CALZADA;Nervi¢n;"Palmera Zona
Verde";;;236429.03;4142348.26;;;;;;;
Washingtonia robusta;5.5;6.5;Parque Urbano;Z.V. Jardines de la Calzada;LA CALZADA;Nervi¢n;"Palmera Zona
Verde";;;236427.1;4142346;;;;;;;
Washingtonia robusta;6;7;Parque Urbano;Z.V. Jardines de la Calzada;LA CALZADA;Nervi¢n;"Palmera Zona
Verde";;;236434.78;4142324.95;;;;;;;
Washingtonia robusta;4;5;Parque Urbano;Z.V. Jardines de la Calzada;LA CALZADA;Nervi¢n;"Palmera Zona
Verde";;;236432.78;4142325.83;;;;;;;
Washingtonia robusta;6.5;7.5;Parque Urbano;Z.V. Jardines de la Calzada;LA CALZADA;Nervi¢n;"Palmera Zona
Verde";;;236437.47;4142326.42;;;;;;;
Washingtonia robusta;10;12;Parque Urbano;Z.V. Jardines de Portobello;POLIGONO SUR;Sur;"Palmera Zona
Verde";;;238565.51;4139541.23;;;;;;;
Washingtonia robusta;8;11;Parque Urbano;Z.V. Jardines de Portobello;POLIGONO SUR;Sur;"Palmera Zona
Verde";;;238578.95;4139561.94;;;;;;;
Washingtonia robusta;7;8;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235405.9;4141207.71;;;;;;;
Washingtonia robusta;15;16;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235407;4141210.57;;;;;;;
Washingtonia robusta;16;17;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235399.55;4141214.63;;;;;;;
Washingtonia robusta;9.5;10.5;Parque Urbano;Z.V. Parque Ciudad Jard°n;CIUDAD JARDIN;Nervi¢n;"Palmera Zona
Verde";;;237794.85;4140868.27;;;;;;;
Washingtonia robusta;12;13;Parque Urbano;Z.V. Parque Ciudad Jard°n;CIUDAD JARDIN;Nervi¢n;"Palmera Zona
Verde";;;237790.56;4140869.82;;;;;;;
Washingtonia robusta;18;19;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235427.27;4141161.67;;;;;;;
Washingtonia robusta;18;19;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235431.16;4141172.27;;;;;;;
Washingtonia robusta;16;17;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235435.2;4141183.11;;;;;;;
Washingtonia robusta;7;8;Parque Urbano;"Z.V. JARDINES DE SAN
BERNARDO";SAN BERNARDO;Nervi¢n;"Palmera Zona
Verde";;;235961.11;4141239.89;;;;;;;
Washingtonia robusta;7;8;Parque Urbano;"Z.V. JARDINES DE SAN
BERNARDO";SAN BERNARDO;Nervi¢n;"Palmera Zona
Verde";;;235961.29;4141245.28;;;;;;;
Washingtonia robusta;6;7;Parque Urbano;"Z.V. JARDINES DE SAN
BERNARDO";SAN BERNARDO;Nervi¢n;"Palmera Zona
Verde";;;236022.39;4141271.17;;;;;;;
Washingtonia robusta;7;8;Parque Urbano;"Z.V. JARDINES DE SAN
BERNARDO";SAN BERNARDO;Nervi¢n;"Palmera Zona
Verde";;;236019.27;4141271.69;;;;;;;
Washingtonia robusta;7;8;Parque Urbano;"Z.V. JARDINES DE SAN
BERNARDO";SAN BERNARDO;Nervi¢n;"Palmera Zona
Verde";;;236015.22;4141271.9;;;;;;;
Washingtonia robusta;8;9;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235475.33;4141213.75;;;;;;;
Washingtonia robusta;13;14;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235472.86;4141211.64;;;;;;;
Washingtonia robusta;15;16;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235470.98;4141206.27;;;;;;;
Washingtonia robusta;16;17;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235467.62;4141196.71;;;;;;;
Washingtonia robusta;13;14;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235477.29;4141193.28;;;;;;;
Washingtonia robusta;18;19;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235480.85;4141202.71;;;;;;;
Washingtonia robusta;12;13;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235484.29;4141204.15;;;;;;;
Washingtonia robusta;18;19;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235482.67;4141207.91;;;;;;;
Washingtonia robusta;8;9;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235482.34;4141211.48;;;;;;;
Washingtonia robusta;11;12;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235507.14;4141199.43;;;;;;;
Washingtonia robusta;12;13;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235533.07;4141198.38;;;;;;;
Washingtonia robusta;12;13;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235536.74;4141197.07;;;;;;;
Washingtonia robusta;18;19;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235464.76;4141234.95;;;;;;;
Washingtonia robusta;17;18;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235468.83;4141245.94;;;;;;;
Washingtonia robusta;15;16;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235473.05;4141256.96;;;;;;;
Washingtonia robusta;16;17;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235463.98;4141260.58;;;;;;;
Washingtonia robusta;16;17;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235459.66;4141249.18;;;;;;;
Washingtonia robusta;16;17;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235455.7;4141238.35;;;;;;;
Washingtonia robusta;7;8;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235611.92;4141163.35;;;;;;;
Washingtonia robusta;14;15;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235612.92;4141159.91;;;;;;;
Washingtonia robusta;10;11;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235610.72;4141153.98;;;;;;;
Washingtonia robusta;12;13;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235607.79;4141146.27;;;;;;;
Washingtonia robusta;9;10;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235593.82;4141148.33;;;;;;;
Washingtonia robusta;14;15;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235598.03;4141150.08;;;;;;;
Washingtonia robusta;12;13;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235600.86;4141157.61;;;;;;;
Washingtonia robusta;12;13;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235598.91;4141162.02;;;;;;;
Washingtonia robusta;14;15;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235605.3;4141165.76;;;;;;;
Washingtonia robusta;12;13;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235557.92;4141189.05;;;;;;;
Washingtonia robusta;14;15;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235554.3;4141190.41;;;;;;;
Washingtonia robusta;14;15;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235550.32;4141191.8;;;;;;;
Washingtonia robusta;15;16;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235540.23;4141195.34;;;;;;;
Washingtonia robusta;11;12;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235523.85;4141161.56;;;;;;;
Washingtonia robusta;15;16;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235527.28;4141160.3;;;;;;;
Washingtonia robusta;16;17;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235537.68;4141156.62;;;;;;;
Washingtonia robusta;12;13;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235545.46;4141153.67;;;;;;;
Washingtonia robusta;14;15;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235571.43;4141152.81;;;;;;;
Washingtonia robusta;12;13;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235595.72;4141144.12;;;;;;;
Washingtonia robusta;8;9;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235596.29;4141141.53;;;;;;;
Washingtonia robusta;8;9;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235603;4141138.86;;;;;;;
Washingtonia robusta;16;17;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235605.59;4141140.53;;;;;;;
Washingtonia robusta;16;17;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235519.94;4141163.12;;;;;;;
Washingtonia robusta;16;17;Parque Urbano;"Z.V. Jardines del Prado de
San Sebasti†n";EL PRADO-PARQUE MARIA LUISA;Sur;"Palmera Zona
Verde";;;235499.37;4141178.97;;;;;;;
